ride_id,driver_id,customer_id,pickup_location,drop_location,distance_km,ride_duration,fare_amount,surge_multiplier,ride_date,payment_type
8332,109,1045,Hyderabad,Secunderabad,4.47,28,412.69,1.4,2025-01-05 14:26:00,Card
8333,116,1015,Hitech City,Hitech City,4.32,42,219.45,2.1,2025-01-03 02:31:00,Cash
8334,147,1018,Gachibowli,Madhapur,18.22,37,381.92,2.1,2025-01-08 11:46:00,UPI
8335,134,1055,Gachibowli,Kukatpally,7.04,31,85.93,1.0,2025-01-14 10:12:00,UPI
8336,134,1075,Gachibowli,Madhapur,22.69,29,451.67,1.4,2025-01-27 16:41:00,Card
8337,118,1096,Hitech City,Secunderabad,18.65,56,467.8,1.9,2025-01-10 13:11:00,Cash
8338,129,1041,Kukatpally,Secunderabad,8.59,41,134.93,1.2,2025-01-04 01:58:00,Card
8339,138,1038,Hitech City,Hitech City,9.27,49,157.62,2.4,2025-01-19 18:47:00,UPI
8340,112,1025,Kukatpally,Gachibowli,16.59,58,168.73,2.4,2025-01-15 21:03:00,UPI
8341,137,1016,Hyderabad,Secunderabad,15.94,31,445.28,1.2,2025-01-30 03:15:00,Cash
8342,148,1068,Kukatpally,Kukatpally,20.89,45,344.46,2.0,2025-01-16 11:26:00,Card
8343,102,1045,Gachibowli,Hitech City,8.44,57,397.16,1.6,2025-01-08 07:38:00,Cash
8344,125,1058,Madhapur,Kukatpally,18.36,51,387.51,2.1,2025-01-07 22:41:00,UPI
8345,112,1008,Hitech City,Madhapur,21.92,30,444.94,2.1,2025-01-13 12:04:00,Card
8346,150,1006,Gachibowli,Hitech City,10.68,48,483.08,1.9,2025-01-09 19:38:00,UPI
8347,106,1033,Hyderabad,Hitech City,5.97,21,78.95,1.5,2025-01-02 11:14:00,Cash
8348,139,1011,Kukatpally,Kukatpally,20.57,50,133.04,1.9,2025-01-21 06:01:00,UPI
8349,108,1018,Hitech City,Hitech City,5.23,58,155.24,1.6,2025-01-01 13:48:00,Card
8350,108,1041,Hitech City,Kukatpally,15.84,35,412.82,1.6,2025-01-07 16:47:00,Card
8351,123,1096,Kukatpally,Gachibowli,8.91,24,415.56,1.1,2025-01-24 18:03:00,Cash
8352,119,1006,Hitech City,Hitech City,3.95,13,191.27,1.0,2025-01-14 00:51:00,Cash
8353,104,1043,Gachibowli,Secunderabad,19.26,49,484.74,2.2,2025-01-10 18:30:00,Cash
8354,117,1007,Hitech City,Kukatpally,13.73,27,402.65,2.1,2025-01-14 18:22:00,Cash
8355,135,1000,Hyderabad,Hitech City,22.06,43,124.14,2.5,2025-01-28 20:20:00,Card
8356,120,1013,Madhapur,Secunderabad,24.27,40,470.2,1.4,2025-01-28 02:45:00,Cash
8357,128,1090,Madhapur,Madhapur,4.04,40,402.84,2.1,2025-01-06 19:24:00,UPI
8358,133,1097,Kukatpally,Madhapur,2.67,16,81.0,1.1,2025-01-27 07:19:00,Card
8359,132,1033,Kukatpally,Secunderabad,7.88,13,127.19,2.2,2025-01-03 07:24:00,Cash
8360,121,1034,Hitech City,Madhapur,9.67,35,211.7,1.3,2025-01-20 18:57:00,Card
8361,132,1027,Kukatpally,Secunderabad,24.37,36,370.47,1.9,2025-01-18 05:14:00,Cash
8362,147,1036,Hyderabad,Secunderabad,12.37,37,90.23,1.5,2025-01-19 23:47:00,UPI
8363,102,1047,Gachibowli,Madhapur,22.17,44,338.22,1.2,2025-01-29 05:21:00,Card
8364,125,1067,Hitech City,Gachibowli,21.76,14,56.08,1.5,2025-01-21 00:24:00,Card
8365,113,1001,Madhapur,Hitech City,8.73,45,280.0,2.3,2025-01-27 21:29:00,Card
8366,128,1053,Gachibowli,Hitech City,15.29,6,405.75,2.2,2025-01-25 02:32:00,Cash
8367,142,1006,Kukatpally,Gachibowli,2.89,31,309.6,2.2,2025-01-10 18:19:00,Cash
8368,122,1004,Gachibowli,Kukatpally,8.37,23,312.07,1.7,2025-01-29 08:26:00,Card
8369,112,1068,Kukatpally,Hitech City,13.5,47,55.15,2.0,2025-01-09 08:10:00,Card
8370,141,1076,Hyderabad,Hitech City,8.12,43,297.29,1.8,2025-01-24 13:44:00,Card
8371,118,1100,Hyderabad,Secunderabad,23.07,10,69.6,1.4,2025-01-27 09:30:00,UPI
8372,120,1024,Gachibowli,Gachibowli,20.76,43,378.49,2.2,2025-01-27 17:36:00,Cash
8373,143,1048,Gachibowli,Secunderabad,13.95,28,165.84,1.5,2025-01-08 04:12:00,UPI
8374,101,1091,Kukatpally,Hitech City,14.24,32,406.47,1.3,2025-01-24 20:34:00,Cash
8375,141,1020,Kukatpally,Secunderabad,16.99,33,339.73,1.3,2025-01-29 15:19:00,Cash
8376,110,1065,Kukatpally,Secunderabad,22.43,29,92.61,1.4,2025-01-02 14:39:00,UPI
8377,119,1005,Kukatpally,Madhapur,16.65,39,277.33,2.1,2025-01-16 05:18:00,Card
8378,128,1081,Kukatpally,Kukatpally,23.59,26,295.11,2.3,2025-01-19 18:11:00,Card
8379,133,1027,Hitech City,Hitech City,17.06,39,287.39,2.3,2025-01-14 22:05:00,Card
8380,139,1069,Madhapur,Secunderabad,6.99,11,152.59,2.4,2025-01-04 21:20:00,Cash
8381,127,1040,Kukatpally,Gachibowli,11.64,15,452.58,1.5,2025-01-06 06:07:00,Cash
8382,137,1066,Kukatpally,Kukatpally,2.77,41,198.01,1.0,2025-01-10 13:38:00,Cash
8383,106,1081,Gachibowli,Gachibowli,9.75,53,447.43,1.7,2025-01-13 19:40:00,UPI
8384,130,1085,Hyderabad,Hitech City,8.86,22,482.08,1.7,2025-01-17 11:46:00,UPI
8385,144,1098,Kukatpally,Hitech City,18.54,37,411.18,2.1,2025-01-07 22:15:00,Cash
8386,122,1077,Kukatpally,Gachibowli,19.29,5,247.08,1.3,2025-01-02 11:04:00,Cash
8387,111,1046,Gachibowli,Kukatpally,13.68,47,381.02,2.5,2025-01-11 17:03:00,Card
8388,123,1098,Madhapur,Madhapur,10.28,14,216.67,1.8,2025-01-28 04:56:00,Card
8389,101,1057,Madhapur,Kukatpally,15.38,17,439.05,1.3,2025-01-24 00:02:00,UPI
8390,143,1050,Gachibowli,Secunderabad,23.04,46,102.96,1.5,2025-01-23 07:36:00,Card
8391,121,1057,Madhapur,Secunderabad,16.82,37,172.57,1.5,2025-01-07 23:19:00,Cash
8392,107,1048,Gachibowli,Hitech City,16.79,20,127.96,1.1,2025-01-30 13:39:00,Card
8393,101,1015,Kukatpally,Gachibowli,13.18,33,377.34,1.7,2025-01-21 17:45:00,Card
8394,120,1059,Hyderabad,Madhapur,11.48,28,141.05,1.5,2025-01-30 01:18:00,UPI
8395,105,1043,Madhapur,Secunderabad,16.88,44,420.03,1.1,2025-01-17 04:54:00,Cash
8396,125,1052,Kukatpally,Kukatpally,15.15,28,426.08,1.3,2025-01-12 05:24:00,Cash
8397,137,1091,Kukatpally,Hitech City,2.67,25,166.39,1.1,2025-01-30 19:53:00,Cash
8398,144,1094,Madhapur,Madhapur,5.7,45,297.83,2.5,2025-01-17 18:54:00,Card
8399,126,1095,Gachibowli,Secunderabad,17.47,48,298.18,1.1,2025-01-14 19:59:00,Cash
8400,142,1045,Madhapur,Gachibowli,13.83,54,246.29,1.2,2025-01-27 09:28:00,Card
8401,145,1041,Madhapur,Hitech City,6.02,21,298.19,1.6,2025-01-28 02:18:00,Cash
8402,108,1077,Madhapur,Secunderabad,13.87,17,398.96,1.6,2025-01-15 22:42:00,Cash
8403,150,1067,Hyderabad,Madhapur,16.68,10,497.38,1.8,2025-01-10 15:08:00,UPI
8404,148,1051,Gachibowli,Kukatpally,20.29,60,269.54,1.6,2025-01-12 03:29:00,Card
8405,101,1020,Hitech City,Hitech City,2.48,43,253.53,2.4,2025-01-14 02:19:00,Card
8406,145,1079,Hitech City,Secunderabad,8.65,40,132.3,1.3,2025-01-09 04:16:00,UPI
8407,116,1051,Hitech City,Madhapur,7.57,28,231.02,2.4,2025-01-10 21:40:00,Cash
8408,106,1063,Madhapur,Secunderabad,20.35,33,435.78,1.8,2025-01-10 00:38:00,UPI
8409,134,1093,Hitech City,Kukatpally,9.5,47,131.27,1.3,2025-01-15 23:36:00,UPI
8410,136,1016,Madhapur,Hitech City,7.23,19,107.89,2.3,2025-01-30 16:13:00,Cash
8411,109,1019,Hitech City,Madhapur,17.73,43,159.44,2.1,2025-01-14 10:22:00,Cash
8412,128,1052,Madhapur,Hitech City,21.06,9,240.67,1.3,2025-01-03 09:58:00,Card
8413,147,1071,Gachibowli,Secunderabad,13.12,56,72.87,1.2,2025-01-16 07:28:00,UPI
8414,117,1025,Kukatpally,Kukatpally,11.57,24,372.02,2.1,2025-01-15 08:31:00,Cash
8415,101,1027,Hyderabad,Madhapur,24.12,59,410.49,2.1,2025-01-18 03:55:00,Card
8416,100,1033,Hitech City,Hitech City,7.82,31,474.13,1.2,2025-01-22 02:44:00,UPI
8417,124,1093,Madhapur,Kukatpally,9.17,11,217.67,1.5,2025-01-21 11:37:00,UPI
8418,125,1015,Kukatpally,Gachibowli,24.43,51,345.67,1.8,2025-01-23 07:00:00,Card
8419,142,1029,Kukatpally,Gachibowli,19.99,41,89.58,2.0,2025-01-23 19:46:00,UPI
8420,143,1064,Madhapur,Hitech City,11.23,57,141.03,2.1,2025-01-24 07:58:00,Card
8421,144,1017,Kukatpally,Hitech City,12.35,15,358.18,1.7,2025-01-29 13:20:00,Card
8422,128,1048,Hyderabad,Gachibowli,4.92,26,159.5,2.3,2025-01-23 01:18:00,Card
8423,114,1067,Madhapur,Gachibowli,24.91,45,323.7,1.9,2025-01-04 00:42:00,Card
8424,139,1072,Hitech City,Kukatpally,22.89,31,320.31,1.9,2025-01-19 03:40:00,Cash
8425,121,1090,Hyderabad,Gachibowli,8.34,50,171.38,2.5,2025-01-13 06:45:00,Cash
8426,103,1067,Hitech City,Secunderabad,14.43,44,260.17,1.4,2025-01-08 09:33:00,Cash
8427,109,1007,Hyderabad,Secunderabad,23.27,22,443.48,2.1,2025-01-10 12:17:00,Cash
8428,128,1010,Hyderabad,Kukatpally,8.74,24,160.02,1.2,2025-01-29 19:24:00,Cash
8429,128,1019,Gachibowli,Gachibowli,11.1,47,236.67,2.0,2025-01-08 13:57:00,Card
8430,118,1045,Kukatpally,Hitech City,9.75,19,247.16,1.6,2025-01-27 20:53:00,Card
8431,131,1076,Hyderabad,Madhapur,18.16,18,468.09,1.9,2025-01-17 18:44:00,Card
8432,137,1010,Madhapur,Secunderabad,21.08,16,58.32,2.3,2025-01-02 18:03:00,UPI
8433,119,1065,Kukatpally,Kukatpally,17.79,55,136.03,1.4,2025-01-23 14:53:00,Card
8434,127,1003,Hyderabad,Kukatpally,3.07,44,311.8,1.5,2025-01-23 23:32:00,Card
8435,105,1083,Kukatpally,Gachibowli,24.75,18,207.97,1.9,2025-01-09 00:56:00,UPI
8436,148,1008,Kukatpally,Hitech City,19.74,25,429.13,1.6,2025-01-04 17:58:00,UPI
8437,135,1039,Hyderabad,Kukatpally,24.24,59,468.81,2.3,2025-01-07 02:20:00,UPI
8438,133,1083,Hitech City,Secunderabad,22.97,49,98.01,1.7,2025-01-07 03:50:00,Card
8439,118,1037,Kukatpally,Kukatpally,2.91,24,137.16,1.0,2025-01-13 00:35:00,Cash
8440,137,1054,Madhapur,Hitech City,13.33,13,327.83,1.8,2025-01-09 04:11:00,UPI
8441,140,1057,Hyderabad,Hitech City,16.5,26,104.55,1.6,2025-01-24 05:56:00,UPI
8442,109,1023,Kukatpally,Gachibowli,20.25,19,299.97,2.2,2025-01-19 21:54:00,Cash
8443,123,1008,Hyderabad,Secunderabad,16.12,21,471.74,1.2,2025-01-05 18:43:00,Cash
8444,100,1064,Hyderabad,Kukatpally,19.65,35,449.19,2.4,2025-01-15 18:18:00,Cash
8445,116,1083,Kukatpally,Secunderabad,13.81,13,152.9,1.1,2025-01-27 23:43:00,Cash
8446,130,1005,Hitech City,Kukatpally,14.4,52,116.17,2.2,2025-01-17 07:09:00,UPI
8447,140,1019,Hyderabad,Gachibowli,20.15,22,215.13,1.6,2025-01-14 13:01:00,Card
8448,132,1089,Gachibowli,Gachibowli,21.12,21,319.46,1.9,2025-01-21 10:39:00,Card
8449,138,1053,Madhapur,Gachibowli,5.27,38,313.83,2.4,2025-01-03 19:10:00,Card
8450,108,1082,Madhapur,Madhapur,13.13,44,295.13,1.2,2025-01-09 05:56:00,Card
8451,132,1058,Madhapur,Madhapur,17.66,24,443.28,1.3,2025-01-23 22:06:00,Cash
8452,121,1066,Madhapur,Gachibowli,2.73,9,357.61,2.0,2025-01-18 21:23:00,Cash
8453,119,1099,Hitech City,Secunderabad,15.98,38,244.87,1.8,2025-01-24 11:56:00,UPI
8454,125,1067,Hyderabad,Madhapur,2.31,39,106.4,2.2,2025-01-18 19:35:00,Cash
8455,127,1081,Gachibowli,Gachibowli,2.52,21,151.49,1.3,2025-01-05 01:33:00,Card
8456,108,1099,Madhapur,Hitech City,13.89,21,448.33,2.0,2025-01-17 21:05:00,UPI
8457,117,1067,Gachibowli,Hitech City,13.06,40,446.53,1.9,2025-01-23 06:22:00,UPI
8458,140,1094,Gachibowli,Secunderabad,22.69,20,424.5,1.0,2025-01-16 22:55:00,Cash
8459,141,1097,Kukatpally,Hitech City,21.06,9,434.49,2.0,2025-01-10 05:00:00,UPI
8460,138,1030,Hitech City,Madhapur,3.15,55,365.0,1.6,2025-01-03 21:01:00,Card
8461,119,1026,Hyderabad,Secunderabad,14.33,34,125.94,2.2,2025-01-11 20:25:00,Card
8462,103,1067,Kukatpally,Hitech City,9.53,11,220.02,1.7,2025-01-13 23:09:00,Cash
8463,104,1037,Gachibowli,Kukatpally,15.47,47,359.54,1.2,2025-01-03 05:43:00,Cash
8464,119,1007,Kukatpally,Secunderabad,11.88,45,226.07,2.0,2025-01-16 06:43:00,UPI
8465,101,1070,Gachibowli,Gachibowli,14.73,59,87.62,1.5,2025-01-27 03:01:00,UPI
8466,138,1014,Madhapur,Secunderabad,19.19,38,493.72,2.2,2025-01-16 00:49:00,Card
8467,144,1037,Hyderabad,Hitech City,11.61,21,124.75,2.5,2025-01-10 02:14:00,Card
8468,142,1068,Madhapur,Madhapur,17.61,13,429.1,1.7,2025-01-11 21:10:00,UPI
8469,135,1080,Gachibowli,Secunderabad,6.12,46,358.6,1.7,2025-01-21 15:32:00,Card
8470,106,1056,Kukatpally,Madhapur,15.83,23,184.13,2.4,2025-01-25 02:57:00,Cash
8471,127,1082,Hyderabad,Hitech City,9.76,40,274.93,1.6,2025-01-01 18:30:00,UPI
8472,112,1065,Kukatpally,Gachibowli,7.6,50,430.87,1.1,2025-01-23 10:04:00,Card
8473,124,1063,Hyderabad,Gachibowli,17.62,11,392.7,2.3,2025-01-12 06:22:00,Cash
8474,136,1039,Hitech City,Kukatpally,7.22,22,126.38,1.8,2025-01-01 11:37:00,Card
8475,139,1051,Kukatpally,Hitech City,20.71,46,108.65,2.3,2025-01-10 12:07:00,Card
8476,124,1074,Madhapur,Hitech City,12.95,21,50.48,2.3,2025-01-16 16:45:00,UPI
8477,148,1048,Hitech City,Secunderabad,9.3,14,204.2,1.8,2025-01-01 07:52:00,Card
8478,136,1036,Madhapur,Gachibowli,21.49,39,75.74,1.3,2025-01-18 18:00:00,UPI
8479,119,1091,Madhapur,Gachibowli,20.83,23,171.96,1.6,2025-01-01 02:02:00,UPI
8480,103,1058,Kukatpally,Secunderabad,16.98,46,175.09,1.7,2025-01-06 19:30:00,Cash
8481,115,1032,Madhapur,Gachibowli,9.29,26,311.31,1.7,2025-01-04 12:21:00,Cash
8482,150,1021,Madhapur,Kukatpally,17.08,14,250.58,2.2,2025-01-07 01:14:00,Card
8483,141,1022,Kukatpally,Madhapur,5.55,43,91.3,1.2,2025-01-07 17:31:00,Card
8484,102,1018,Madhapur,Secunderabad,20.39,55,354.41,1.4,2025-01-28 22:23:00,UPI
8485,148,1072,Kukatpally,Kukatpally,15.59,56,159.57,1.6,2025-01-06 11:18:00,UPI
8486,116,1025,Kukatpally,Gachibowli,14.93,28,404.97,2.5,2025-01-23 14:05:00,Cash
8487,147,1066,Hyderabad,Hitech City,10.2,36,488.42,2.1,2025-01-28 22:32:00,UPI
8488,111,1030,Hyderabad,Kukatpally,12.79,48,247.83,1.3,2025-01-01 02:56:00,UPI
8489,118,1071,Kukatpally,Gachibowli,16.87,44,476.24,2.1,2025-01-10 22:27:00,Cash
8490,126,1012,Hitech City,Madhapur,23.65,28,433.62,1.3,2025-01-13 21:44:00,Cash
8491,128,1034,Gachibowli,Gachibowli,3.08,41,457.28,1.7,2025-01-19 06:08:00,Cash
8492,135,1063,Kukatpally,Secunderabad,12.78,31,262.66,2.1,2025-01-29 23:36:00,Card
8493,103,1037,Gachibowli,Secunderabad,13.51,44,425.24,1.2,2025-01-22 14:40:00,UPI
8494,121,1075,Hitech City,Madhapur,24.59,27,432.5,2.5,2025-01-28 12:48:00,Card
8495,104,1021,Gachibowli,Kukatpally,15.55,17,305.32,1.7,2025-01-28 04:22:00,Card
8496,117,1084,Madhapur,Secunderabad,20.13,57,206.46,2.3,2025-01-08 01:54:00,UPI
8497,116,1069,Hitech City,Kukatpally,19.06,52,85.17,1.6,2025-01-16 12:03:00,UPI
8498,125,1051,Hitech City,Secunderabad,7.41,17,59.86,1.9,2025-01-10 08:44:00,UPI
8499,115,1024,Gachibowli,Gachibowli,2.59,39,82.31,2.0,2025-01-04 15:43:00,UPI
8500,105,1035,Madhapur,Madhapur,19.82,47,74.25,1.9,2025-01-07 16:58:00,Card
8501,133,1042,Hitech City,Gachibowli,24.98,39,73.58,1.4,2025-01-19 11:58:00,Cash
8502,125,1064,Kukatpally,Gachibowli,7.64,21,311.52,1.4,2025-01-29 19:22:00,UPI
8503,101,1077,Madhapur,Gachibowli,18.74,16,256.12,1.1,2025-01-20 07:28:00,Card
8504,126,1071,Kukatpally,Gachibowli,19.03,41,321.28,2.4,2025-01-19 14:44:00,UPI
8505,149,1095,Kukatpally,Madhapur,23.55,39,476.5,1.6,2025-01-22 18:37:00,Cash
8506,133,1028,Madhapur,Hitech City,20.13,55,264.51,1.2,2025-01-24 03:55:00,Card
8507,124,1013,Gachibowli,Madhapur,22.54,24,390.27,1.8,2025-01-29 14:25:00,Card
8508,135,1051,Kukatpally,Hitech City,6.78,25,321.26,1.7,2025-01-25 12:21:00,Cash
8509,128,1083,Hyderabad,Kukatpally,9.42,43,171.32,2.4,2025-01-16 15:00:00,Cash
8510,130,1041,Madhapur,Gachibowli,7.59,44,436.52,2.3,2025-01-17 05:47:00,Card
8511,115,1099,Gachibowli,Secunderabad,11.64,5,208.47,2.4,2025-01-19 00:47:00,Cash
8512,148,1004,Hitech City,Gachibowli,2.68,6,196.38,2.4,2025-01-30 07:50:00,Cash
8513,138,1089,Madhapur,Madhapur,19.95,33,102.03,1.8,2025-01-09 09:50:00,UPI
8514,129,1067,Madhapur,Secunderabad,13.65,14,188.41,2.4,2025-01-15 21:53:00,Cash
8515,119,1015,Madhapur,Secunderabad,15.61,57,105.38,1.4,2025-01-30 07:35:00,Cash
8516,150,1066,Hitech City,Hitech City,16.28,31,291.85,1.5,2025-01-27 02:56:00,Cash
8517,133,1009,Gachibowli,Secunderabad,5.22,8,221.54,2.1,2025-01-05 23:59:00,UPI
8518,108,1087,Gachibowli,Gachibowli,12.77,29,238.13,1.2,2025-01-28 14:59:00,Cash
8519,109,1040,Gachibowli,Gachibowli,6.0,54,205.79,1.3,2025-01-06 11:57:00,Cash
8520,103,1061,Gachibowli,Madhapur,13.27,46,285.44,1.5,2025-01-25 09:05:00,Card
8521,144,1068,Madhapur,Secunderabad,9.14,33,334.0,1.3,2025-01-05 06:43:00,Cash
8522,142,1012,Hyderabad,Gachibowli,8.45,13,422.97,2.0,2025-01-09 09:19:00,Cash
8523,128,1079,Hitech City,Gachibowli,12.79,58,217.4,1.9,2025-01-29 23:54:00,Card
8524,106,1012,Madhapur,Hitech City,21.35,29,226.31,1.5,2025-01-12 02:22:00,Cash
8525,138,1074,Kukatpally,Secunderabad,12.62,28,353.93,1.5,2025-01-30 14:15:00,Cash
8526,133,1022,Hitech City,Gachibowli,7.24,41,283.79,2.3,2025-01-10 04:51:00,Cash
8527,139,1048,Hyderabad,Gachibowli,9.26,16,230.38,1.2,2025-01-26 06:07:00,Cash
8528,118,1055,Hitech City,Kukatpally,17.54,50,345.31,2.3,2025-01-12 20:28:00,Cash
8529,121,1092,Madhapur,Gachibowli,18.15,17,146.87,1.4,2025-01-29 17:21:00,Card
8530,114,1072,Hyderabad,Hitech City,16.21,52,333.72,1.8,2025-01-10 05:02:00,Cash
8531,139,1094,Hitech City,Kukatpally,16.28,18,485.13,2.0,2025-01-05 18:11:00,UPI
8532,112,1014,Madhapur,Gachibowli,2.81,60,268.97,2.5,2025-01-13 06:13:00,Cash
8533,150,1005,Madhapur,Hitech City,15.62,20,247.42,2.1,2025-01-02 00:01:00,UPI
8534,105,1079,Hitech City,Secunderabad,13.83,8,158.34,1.0,2025-01-29 09:40:00,Card
8535,147,1090,Madhapur,Kukatpally,8.2,54,93.68,2.4,2025-01-17 12:34:00,Cash
8536,144,1076,Kukatpally,Secunderabad,12.15,16,382.57,1.8,2025-01-20 02:07:00,UPI
8537,114,1060,Hyderabad,Hitech City,18.41,24,317.0,1.4,2025-01-04 15:45:00,Cash
8538,112,1071,Hitech City,Hitech City,21.5,51,410.58,2.5,2025-01-26 00:51:00,Card
8539,103,1097,Kukatpally,Secunderabad,11.36,5,225.59,1.0,2025-01-23 21:11:00,Cash
8540,120,1066,Kukatpally,Hitech City,24.37,25,258.82,2.2,2025-01-18 11:05:00,Card
8541,147,1062,Hyderabad,Kukatpally,5.76,19,461.74,1.6,2025-01-30 10:55:00,Card
8542,135,1089,Kukatpally,Secunderabad,2.87,26,323.13,1.9,2025-01-15 17:21:00,UPI
8543,125,1025,Kukatpally,Gachibowli,14.29,46,304.13,1.3,2025-01-12 10:19:00,UPI
8544,131,1030,Hyderabad,Hitech City,24.94,44,421.11,1.9,2025-01-17 17:36:00,UPI
8545,142,1084,Madhapur,Gachibowli,22.06,32,225.0,1.2,2025-01-03 18:00:00,UPI
8546,133,1049,Hitech City,Hitech City,12.88,21,172.94,1.6,2025-01-17 02:22:00,Card
8547,106,1026,Gachibowli,Secunderabad,15.8,57,83.95,1.3,2025-01-29 07:41:00,Cash
8548,132,1006,Hyderabad,Gachibowli,18.11,35,259.91,1.3,2025-01-12 19:45:00,Cash
8549,104,1078,Kukatpally,Secunderabad,15.73,12,206.48,1.4,2025-01-19 20:45:00,Cash
8550,114,1072,Kukatpally,Madhapur,4.7,33,180.47,1.5,2025-01-11 01:03:00,Cash
8551,139,1069,Kukatpally,Gachibowli,18.09,41,292.31,1.4,2025-01-22 13:54:00,Card
8552,112,1085,Hyderabad,Gachibowli,21.63,39,219.69,2.2,2025-01-16 06:07:00,Card
8553,130,1016,Hitech City,Gachibowli,11.76,6,499.14,1.0,2025-01-22 11:13:00,Cash
8554,124,1085,Kukatpally,Hitech City,17.99,11,313.59,1.6,2025-01-11 03:56:00,Cash
8555,148,1030,Madhapur,Madhapur,23.49,59,218.32,1.3,2025-01-11 07:38:00,UPI
8556,103,1051,Hitech City,Madhapur,8.94,25,58.09,1.7,2025-01-10 20:01:00,Cash
8557,103,1082,Gachibowli,Gachibowli,14.01,48,53.79,1.2,2025-01-02 15:18:00,Cash
8558,114,1073,Madhapur,Kukatpally,6.05,26,152.05,1.4,2025-01-29 20:37:00,UPI
8559,116,1049,Madhapur,Gachibowli,11.94,48,292.68,1.7,2025-01-13 16:59:00,UPI
8560,150,1070,Kukatpally,Madhapur,17.16,53,310.71,2.2,2025-01-14 09:09:00,Card
8561,146,1029,Hitech City,Kukatpally,10.18,32,153.58,1.2,2025-01-29 09:56:00,Card
8562,148,1006,Gachibowli,Madhapur,6.89,41,359.25,1.8,2025-01-28 09:43:00,UPI
8563,135,1027,Kukatpally,Hitech City,4.82,33,388.32,2.0,2025-01-13 06:40:00,Cash
8564,148,1015,Kukatpally,Hitech City,10.52,25,416.23,1.2,2025-01-05 16:28:00,Card
8565,128,1029,Kukatpally,Gachibowli,9.91,19,242.41,2.5,2025-01-10 01:54:00,Cash
8566,126,1076,Hyderabad,Madhapur,17.58,19,379.22,2.2,2025-01-16 08:41:00,UPI
8567,110,1046,Madhapur,Kukatpally,5.63,15,159.57,1.0,2025-01-04 22:52:00,Card
8568,139,1064,Kukatpally,Hitech City,4.12,35,301.06,2.3,2025-01-10 06:07:00,UPI
8569,129,1057,Hyderabad,Hitech City,17.27,35,448.79,1.6,2025-01-30 00:13:00,Cash
8570,134,1002,Madhapur,Madhapur,14.97,10,191.91,2.3,2025-01-16 00:13:00,Cash
8571,143,1049,Gachibowli,Gachibowli,3.82,9,331.52,2.1,2025-01-10 02:02:00,Cash
8572,137,1056,Hitech City,Kukatpally,6.99,22,288.43,2.3,2025-01-16 14:47:00,Cash
8573,113,1068,Hyderabad,Hitech City,21.74,40,178.71,2.0,2025-01-01 15:57:00,Cash
8574,102,1017,Madhapur,Kukatpally,3.66,52,91.81,1.9,2025-01-18 02:14:00,Card
8575,141,1096,Hitech City,Madhapur,12.32,19,375.58,1.2,2025-01-25 00:02:00,Card
8576,130,1037,Gachibowli,Gachibowli,12.93,58,88.78,1.3,2025-01-09 15:11:00,Cash
8577,137,1100,Kukatpally,Secunderabad,18.69,40,319.96,1.6,2025-01-03 06:55:00,UPI
8578,100,1062,Hitech City,Secunderabad,17.55,49,236.11,1.7,2025-01-15 18:17:00,Cash
8579,101,1016,Hyderabad,Gachibowli,9.22,15,128.6,1.8,2025-01-11 11:27:00,Cash
8580,102,1041,Gachibowli,Gachibowli,24.39,22,392.52,1.2,2025-01-07 18:41:00,Card
8581,128,1002,Hyderabad,Madhapur,20.96,60,54.95,2.3,2025-01-15 18:10:00,UPI
8582,113,1083,Hitech City,Hitech City,23.42,38,273.13,1.9,2025-01-18 23:51:00,Card
8583,130,1078,Madhapur,Kukatpally,23.27,6,468.51,2.2,2025-01-23 05:08:00,UPI
8584,145,1050,Kukatpally,Kukatpally,16.13,57,400.9,2.2,2025-01-28 14:25:00,Card
8585,120,1061,Gachibowli,Secunderabad,22.73,26,241.57,1.5,2025-01-21 00:24:00,Cash
8586,101,1089,Hitech City,Hitech City,24.65,48,332.44,2.2,2025-01-17 13:25:00,UPI
8587,111,1062,Hitech City,Gachibowli,9.61,34,300.44,2.2,2025-01-17 10:49:00,Card
8588,126,1026,Hyderabad,Hitech City,9.54,13,350.66,1.3,2025-01-25 16:34:00,UPI
8589,125,1057,Gachibowli,Kukatpally,13.05,44,74.88,1.9,2025-01-26 20:46:00,Cash
8590,130,1078,Gachibowli,Kukatpally,14.93,20,472.2,2.0,2025-01-27 20:39:00,UPI
8591,120,1045,Madhapur,Gachibowli,14.06,12,467.62,2.2,2025-01-16 00:24:00,UPI
8592,107,1022,Madhapur,Hitech City,5.8,37,307.23,2.5,2025-01-28 06:04:00,Cash
8593,140,1010,Hitech City,Secunderabad,22.23,12,90.11,1.1,2025-01-01 15:27:00,Cash
8594,135,1004,Madhapur,Hitech City,15.22,50,96.1,1.9,2025-01-26 02:23:00,UPI
8595,127,1034,Hyderabad,Gachibowli,15.76,11,384.55,1.7,2025-01-03 04:34:00,Cash
8596,133,1081,Gachibowli,Secunderabad,7.86,48,454.84,1.1,2025-01-21 10:21:00,Cash
8597,108,1090,Madhapur,Secunderabad,17.36,56,328.56,1.1,2025-01-16 13:54:00,Card
8598,113,1016,Hitech City,Hitech City,14.97,50,58.17,1.7,2025-01-19 16:42:00,UPI
8599,131,1076,Hyderabad,Hitech City,13.27,25,90.21,2.2,2025-01-01 14:39:00,UPI
